year,quarter,market,dur_stay,mode,purpose,area,Visits (000s),Spend (£m),Nights (000s),sample
2017,January-March,Spain,8-14 nights,Air,VFR, LONDON,7.956441164,2.613621704,109.4086623,3
2017,January-March,Spain,15+  nights,Air,Holiday, LONDON,3.199358463,1.337205887,69.03372955,1
2017,January-March,Spain,15+  nights,Air,VFR, LONDON,5.851325035,1.691313371,94.11274445,3
2017,January-March,Spain,15+  nights,Air,Miscellaneous, LONDON,0.775653005,4.202127934,108.4701233,1
2017,January-March,Spain,15+  nights,Sea,VFR, LONDON,0.316491991,0.051502939,4.430888176,1
2017,January-March,Portugal,1-3  nights,Air,Holiday, LONDON,15.21972021,6.665036306,39.62794507,11
2017,January-March,Portugal,1-3  nights,Air,Business, LONDON,7.290561706,4.61438787,13.33703917,6
2017,January-March,Portugal,1-3  nights,Air,VFR, LONDON,5.989511013,0.805577278,18.00462627,4
2017,January-March,Portugal,1-3  nights,Air,Miscellaneous, LONDON,1.414906025,0.046230689,1.414906025,2
2017,January-March,Portugal,1-3  nights,Tunnel,Business, LONDON,1.099617004,0,1.099617004,1
2017,January-March,Portugal,4-7  nights,Air,Holiday, LONDON,20.36492506,6.705908598,97.91358781,14
2017,January-March,Portugal,4-7  nights,Air,VFR, LONDON,2.645614862,0.510921039,10.56211305,2
2017,January-March,Portugal,4-7  nights,Air,Miscellaneous, LONDON,0.98605901,0.409214497,3.94423604,1
2017,January-March,Portugal,4-7  nights,Sea,Business, LONDON,1.049605966,0.105661415,3.148818016,1
2017,January-March,Portugal,8-14 nights,Air,VFR, LONDON,1.05924046,0.074911095,2.887974262,1
2017,January-March,Portugal,15+  nights,Air,VFR, LONDON,2.574975491,1.226711988,70.20561218,1
2017,January-March,Austria,1-3  nights,Air,Holiday, LONDON,7.590841651,2.329118937,17.96402526,10
2017,January-March,Austria,1-3  nights,Air,Business, LONDON,4.806646407,2.413757063,8.743171573,5
2017,January-March,Austria,1-3  nights,Air,VFR, LONDON,3.068422914,0.727449104,7.338082314,3
2017,January-March,Austria,4-7  nights,Air,Holiday, LONDON,7.727917314,4.395550445,34.79612517,9
2017,January-March,Austria,4-7  nights,Air,Business, LONDON,1.03481707,0.617973089,4.055659533,3
2017,January-March,Austria,4-7  nights,Air,VFR, LONDON,6.083696961,1.052589506,29.07098293,3
2017,January-March,Austria,8-14 nights,Air,VFR, LONDON,3.597851455,1.250478745,37.18432426,3
2017,January-March,Sweden,1-3  nights,Air,Holiday, LONDON,37.47328329,15.107702,89.944511,34
2017,January-March,Sweden,1-3  nights,Air,Business, LONDON,17.56568983,8.923962623,33.48866963,21
2017,January-March,Sweden,1-3  nights,Air,VFR, LONDON,8.026446402,2.749226347,21.2528708,8
2017,January-March,Sweden,1-3  nights,Air,Miscellaneous, LONDON,14.44945905,8.804340142,31.92931524,15
2017,January-March,Sweden,4-7  nights,Air,Holiday, LONDON,22.55588531,11.33281493,101.2030231,21
2017,January-March,Sweden,4-7  nights,Air,Business, LONDON,2.017765105,1.012386382,9.327771664,2
2017,January-March,Sweden,4-7  nights,Air,VFR, LONDON,10.98993829,3.629150182,56.91214108,11
2017,January-March,Sweden,4-7  nights,Air,Miscellaneous, LONDON,1.029129028,0.554868676,3.548270106,2
2017,January-March,Sweden,8-14 nights,Air,Holiday, LONDON,2.1665591,3.683464408,14.0734334,3
2017,January-March,Sweden,8-14 nights,Air,Business, LONDON,1.342908144,1.846794367,5.32244873,1
2017,January-March,Sweden,8-14 nights,Air,VFR, LONDON,2.733891815,1.322727643,17.23914158,4
2017,January-March,Sweden,15+  nights,Air,VFR, LONDON,0.762138009,0.529034138,11.44842529,1
2017,January-March,Sweden,15+  nights,Air,Study, LONDON,1.235417008,1.006864905,39.53334427,1
2017,January-March,Finland,1-3  nights,Air,Holiday, LONDON,12.16281177,4.218812458,30.61442435,22
2017,January-March,Finland,1-3  nights,Air,Business, LONDON,6.935131341,2.508291904,15.94740921,18
2017,January-March,Finland,1-3  nights,Air,VFR, LONDON,2.324895024,0.499416072,4.649790049,3
2017,January-March,Finland,1-3  nights,Air,Miscellaneous, LONDON,0.284123003,0.061086446,0.284123003,1
2017,January-March,Finland,4-7  nights,Air,Holiday, LONDON,7.74796617,4.939411432,32.82104385,16
2017,January-March,Finland,4-7  nights,Air,Business, LONDON,3.993775725,1.95720014,17.89468145,5
2017,January-March,Finland,4-7  nights,Air,VFR, LONDON,4.143724978,0.683160121,22.91855216,5
2017,January-March,Finland,8-14 nights,Air,Holiday, LONDON,0.215494826,1.297729015,1.943926215,1
2017,January-March,Finland,15+  nights,Air,VFR, LONDON,0.284123003,0.413398951,25.85519218,1
2017,January-March,Irish Republic,1-3  nights,Air,Holiday, LONDON,57.61182314,23.67533906,126.3642111,35
2017,January-March,Irish Republic,1-3  nights,Air,Business, LONDON,66.58524621,28.67155946,105.6992347,36
2017,January-March,Irish Republic,1-3  nights,Air,VFR, LONDON,50.23533463,11.26941082,113.5013709,34
2017,January-March,Irish Republic,1-3  nights,Air,Miscellaneous, LONDON,12.75564402,2.293153084,20.01462492,13
2017,January-March,Irish Republic,1-3  nights,Sea,Business, LONDON,4.62369585,12.49785042,13.87108803,1
2017,January-March,Irish Republic,1-3  nights,Sea,VFR, LONDON,1.146787763,0.056922305,3.437328815,1
2017,January-March,Irish Republic,1-3  nights,Tunnel,VFR, LONDON,1.806633234,0.269023806,1.805039763,1
2017,January-March,Irish Republic,4-7  nights,Air,Holiday, LONDON,10.47631794,3.786110789,45.78798747,9
2017,January-March,Irish Republic,4-7  nights,Air,Business, LONDON,0.873203874,0.47995466,3.533011675,1
2017,January-March,Irish Republic,4-7  nights,Air,VFR, LONDON,16.32758349,3.439771257,74.69964862,13
2017,January-March,Irish Republic,4-7  nights,Sea,VFR, LONDON,1.146787763,0.193803474,2.291552544,1
2017,January-March,Irish Republic,8-14 nights,Air,Holiday, LONDON,1.593114972,0.273888588,22.42964745,1
2017,January-March,Irish Republic,8-14 nights,Air,Business, LONDON,3.685778975,1.390745163,44.90346622,2
2017,January-March,Irish Republic,8-14 nights,Air,VFR, LONDON,5.381849527,2.842259735,61.38231659,5
2017,January-March,Irish Republic,8-14 nights,Air,Miscellaneous, LONDON,1.087740779,0.993592978,14.2842865,1
2017,January-March,Irish Republic,8-14 nights,Sea,VFR, LONDON,2.351633549,0.681682229,23.49559593,2
2017,January-March,Irish Republic,15+  nights,Air,Holiday, LONDON,1.593114972,0.346388519,24.03176498,1
2017,January-March,Irish Republic,15+  nights,Air,VFR, LONDON,1.279987335,0.013852335,20.25832367,1
2017,January-March,Irish Republic,15+  nights,Sea,Business, LONDON,1.127385974,3.329170942,21.42033386,1
2017,January-March,Irish Republic,15+  nights,Sea,VFR, LONDON,2.293575525,1.368369177,58.43458748,2
2017,January-March,Irish Republic,15+  nights,Sea,Miscellaneous, LONDON,2.298437834,1.580595851,52.33943176,1
2017,January-March,Turkey,1-3  nights,Air,Holiday, LONDON,3.920263112,1.319779754,11.71884274,3
2017,January-March,Turkey,1-3  nights,Air,Business, LONDON,2.155671954,0.935023069,5.658640146,3
2017,January-March,Turkey,1-3  nights,Air,VFR, LONDON,1.533632338,0.392754875,3.721810341,2
2017,January-March,Turkey,4-7  nights,Air,Holiday, LONDON,6.954749346,4.824691504,32.21447301,5
2017,January-March,Turkey,4-7  nights,Air,Business, LONDON,2.829320014,3.40180251,15.0897125,4
2017,January-March,Turkey,4-7  nights,Air,VFR, LONDON,1.882747531,3.999665141,11.48875761,2
2017,January-March,Turkey,8-14 nights,Air,VFR, LONDON,1.395306647,0.547238529,14.1905551,2
2017,January-March,Turkey,15+  nights,Air,Business, LONDON,0.673648,1.357400775,14.14660835,1
2017,January-March,Turkey,15+  nights,Air,VFR, LONDON,2.948951364,3.189879913,66.80461407,3
2017,January-March,Switzerland,1-3  nights,Air,Holiday, LONDON,40.66453302,24.72160989,94.36490899,37
2017,January-March,Switzerland,1-3  nights,Air,Business, LONDON,10.58846229,4.968157314,17.28406042,16
2017,January-March,Switzerland,1-3  nights,Air,VFR, LONDON,13.63076118,3.568796481,26.31005788,10
2017,January-March,Switzerland,1-3  nights,Air,Miscellaneous, LONDON,7.43975085,5.179396205,11.85664982,4
2017,January-March,Switzerland,4-7  nights,Air,Holiday, LONDON,9.918277442,5.973525189,40.28834593,9
2017,January-March,Switzerland,4-7  nights,Air,Business, LONDON,3.961248755,2.343511939,15.51661134,4
2017,January-March,Switzerland,4-7  nights,Air,VFR, LONDON,13.86385313,4.179082574,60.29551363,12
2017,January-March,Switzerland,4-7  nights,Tunnel,Business, LONDON,1.847110987,1.99672699,11.0826664,1
2017,January-March,Switzerland,8-14 nights,Air,Holiday, LONDON,1.536760867,0.256652676,5.511953831,2
2017,January-March,Switzerland,8-14 nights,Air,VFR, LONDON,2.142419219,0.399573798,9.309176326,3
2017,January-March,Switzerland,15+  nights,Air,Business, LONDON,0.792794406,1.194099903,13.19818687,1
2017,January-March,Switzerland,15+  nights,Tunnel,Miscellaneous, LONDON,1.229886055,1.231115937,107.0000839,1
2017,January-March,Norway,1-3  nights,Air,Holiday, LONDON,29.59751529,16.1682279,71.65948635,24
2017,January-March,Norway,1-3  nights,Air,Business, LONDON,5.771260738,2.373578817,10.45398915,7
2017,January-March,Norway,1-3  nights,Air,VFR, LONDON,5.28754735,2.051654235,13.22494936,6
2017,January-March,Norway,1-3  nights,Air,Miscellaneous, LONDON,11.16983113,3.654670902,19.16406015,13
2017,January-March,Norway,4-7  nights,Air,Holiday, LONDON,8.735795379,5.493521668,42.60253024,10
2017,January-March,Norway,4-7  nights,Air,Business, LONDON,6.566704869,5.767296374,27.48149401,5
2017,January-March,Norway,4-7  nights,Air,VFR, LONDON,7.149977267,2.447847698,31.19135928,7
2017,January-March,Norway,4-7  nights,Air,Miscellaneous, LONDON,1.235417008,1.562802553,4.941668034,1
2017,January-March,Norway,8-14 nights,Air,Business, LONDON,1.292153835,2.814476967,17.5702858,1
2017,January-March,Norway,8-14 nights,Air,VFR, LONDON,1.398492098,0.296792746,10.75183678,1
2017,January-March,Norway,15+  nights,Air,Business, LONDON,0.627166092,0.029140204,0.60914284,1
2017,January-March,Iceland,1-3  nights,Air,Holiday, LONDON,9.525239468,6.837086439,21.06822348,3
2017,January-March,Iceland,1-3  nights,Air,VFR, LONDON,1.47268796,0.318243697,2.945375919,2
2017,January-March,Iceland,4-7  nights,Air,Holiday, LONDON,2.54125452,1.023473144,9.999450684,1
2017,January-March,Iceland,4-7  nights,Air,Business, LONDON,9.981327653,9.076468587,50.64298439,3
2017,January-March,Iceland,4-7  nights,Air,VFR, LONDON,2.93097806,0.886620849,19.05135727,2
2017,January-March,Czech Republic,1-3  nights,Air,Holiday, LONDON,2.933524609,0.654466316,7.452064574,3
2017,January-March,Czech Republic,1-3  nights,Air,Business, LONDON,1.129884005,0.534811735,1.883139968,3
2017,January-March,Czech Republic,1-3  nights,Air,VFR, LONDON,2.158070832,0.416404867,5.430542946,3
2017,January-March,Czech Republic,1-3  nights,Tunnel,Business, LONDON,2.841010034,0.61231313,2.841010034,2
2017,January-March,Czech Republic,4-7  nights,Air,Holiday, LONDON,2.696179777,1.048622616,11.18182766,3
2017,January-March,Czech Republic,4-7  nights,Air,Business, LONDON,3.674414009,1.12526226,21.8746165,3
2017,January-March,Czech Republic,4-7  nights,Air,VFR, LONDON,3.092603207,0.124075036,15.72745895,2
2017,January-March,Czech Republic,8-14 nights,Air,Study, LONDON,0.281194001,0.346431017,3.655522108,1
2017,January-March,Czech Republic,15+  nights,Air,Business, LONDON,1.939586997,0.417011201,29.09380531,1
2017,January-March,Czech Republic,15+  nights,Sea,Business, LONDON,1.173089027,0.083376423,16.42324638,1
2017,January-March,Poland,1-3  nights,Air,Holiday, LONDON,7.666649193,1.960353315,18.16533422,6
2017,January-March,Poland,1-3  nights,Air,Business, LONDON,9.552359581,3.799632743,16.33951998,8
2017,January-March,Poland,1-3  nights,Air,VFR, LONDON,21.51423669,4.695362166,73.28015804,10
